Current projects as at 31 March 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unique HMT Project ID,Project Name,Department,Procuring Authority,Sector,Region,Project Status,Date of OJEU,Date of Prefered Bidder,Date of Financial Close,Date of Construction Completion,First Date of Operations,Operational Period of Contract (years),On/Off Balance Sheet under IFRS,On/Off Balance Sheet under ESA ,On/Off Balance Sheet under UK GAAP,Capital Value (£m),Unitary Charge Payment 1992-93 (£m),Unitary Charge Payment 1993-94 (£m),Unitary Charge Payment 1994-95 (£m),Unitary Charge Payment 1995-96 (£m),Unitary Charge Payment 1996-97 (£m),Unitary Charge Payment 1997-98 (£m),Unitary Charge Payment 1998-99 (£m),Unitary Charge Payment 1999-00 (£m),Unitary Charge Payment 2000-01 (£m),Unitary Charge Payment 2001-02 (£m),Unitary Charge Payment 2002-03 (£m),Unitary Charge Payment 2003-04 (£m),Unitary Charge Payment 2004-05 (£m),Unitary Charge Payment 2005-06 (£m),Unitary Charge Payment 2006-07 (£m),Unitary Charge Payment 2007-08 (£m),Unitary Charge Payment 2008-09 (£m),Unitary Charge Payment 2009-10 (£m),Unitary Charge Payment 2010-11 (£m),Unitary Charge Payment 2011-12 (£m),Unitary Charge Payment 2012-13 (£m),Unitary Charge Payment 2013-14 (£m),Unitary Charge Payment 2014-15 (£m), Unitary Charge Payment 2015-16 (£m),Estimated Unitary Charge Payment 2016-17 (£m),Estimated Unitary Charge Payment 2017-18 (£m),Estimated Unitary Charge Payment 2018-19 (£m),Estimated Unitary Charge Payment 2019-20 (£m),Estimated Unitary Charge Payment 2020-21 (£m),Estimated Unitary Charge Payment 2021-22 (£m),Estimated Unitary Charge Payment 2022-23 (£m),Estimated Unitary Charge Payment 2023-24 (£m),Estimated Unitary Charge Payment 2024-25 (£m),Estimated Unitary Charge Payment 2025-26 (£m),Estimated Unitary Charge Payment 2026-27 (£m),Estimated Unitary Charge Payment 2027-28 (£m),Estimated Unitary Charge Payment 2028-29 (£m),Estimated Unitary Charge Payment 2029-30 (£m),Estimated Unitary Charge Payment 2030-31 (£m),Estimated Unitary Charge Payment 2031-32 (£m),Estimated Unitary Charge Payment 2032-33 (£m),Estimated Unitary Charge Payment 2033-34 (£m),Estimated Unitary Charge Payment 2034-35 (£m),Estimated Unitary Charge Payment 2035-36 (£m),Estimated Unitary Charge Payment 2036-37 (£m),Estimated Unitary Charge Payment 2037-38 (£m),Estimated Unitary Charge Payment 2038-39 (£m),Estimated Unitary Charge Payment 2039-40 (£m),Estimated Unitary Charge Payment 2040-41 (£m),Estimated Unitary Charge Payment 2041-42 (£m),Estimated Unitary Charge Payment 2042-43 (£m),Estimated Unitary Charge Payment 2043-44 (£m),Estimated Unitary Charge Payment 2044-45 (£m),Estimated Unitary Charge Payment 2045-46 (£m),Estimated Unitary Charge Payment 2046-47 (£m),Estimated Unitary Charge Payment 2047-48 (£m),Estimated Unitary Charge Payment 2048-49 (£m),Estimated Unitary Charge Payment 2049-50 (£m),Estimated Unitary Charge Payment 2050-51 (£m),Estimated Unitary Charge Payment 2051-52 (£m),Estimated Unitary Charge Payment 2052-53 (£m),Estimated Unitary Charge Payment 2053-54 (£m),Estimated Unitary Charge Payment 2054-55 (£m),Estimated Unitary Charge Payment 2055-56 (£m),Estimated Unitary Charge Payment 2056-57 (£m),Estimated Unitary Charge Payment 2057-58 (£m),Estimated Unitary Charge Payment 2058-59 (£m),Estimated Unitary Charge Payment 2059-60 (£m),Equity Holder 1: Name,Equity Holder 1: Equity Share (%),Equity Holder 2: Name,Equity Holder 2: Equity Share (%),Equity Holder 3: Name,Equity Holder 3: Equity Share (%),Equity Holder 4: Name,Equity Holder 4: Equity Share (%),Equity Holder 5: Name,Equity Holder 5: Equity Share (%),Equity Holder 6: Name,Equity Holder 6: Equity Share (%) ,SPV Name,SPV Company Number,SPV Address
601,Aberdeen,Scottish Government ,SCOTTISH WATER,Waste,SCOTLAND,InOperation,01-11-1997,01-06-1999,04-05-2000,12-02-2002,07-11-2001,30,ON,Data not provided,OFF,78.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,14.5,13.5,14.1,15.4,17.2,20.0,18.2,19.4,18.7,18.7,21.2,20.0,19.3,18.0,21.7,22.7,23.6,24.1,24.7,25.3,25.8,26.5,27.1,27.7,28.4,16.3,16.7,17.1,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kelda Water Services Ltd,100.0,,,,,,,,,,,Aberdeen Environmental Services Limited,SC202555,"Registered Office Nigg WWTP, Coast Road, Nigg, Aberdeen, AB12 3LT"
602,AVSE (Almond Valley Seafield & Esk),Scottish Government ,SCOTTISH WATER,Waste,SCOTLAND,InOperation,01-06-1996,01-04-1998,29-03-1999,31-12-2000,01-01-2001,31,ON,Data not provided,OFF,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,11.4,16.7,17.7,18.3,18.2,18.5,18.7,19.7,20.6,20.4,21.0,23.7,23.5,24.3,25.2,25.8,26.5,27.0,27.3,27.8,28.2,28.6,29.1,29.6,30.1,30.5,30.9,31.5,31.9,21.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Veolia Water UK PLC,100.0,,,,,,,,,,,Stirling Water Seafield Ltd,SC182250,"Registered Office Princes Exchange, 1 Earl Grey Street, Glasgow, EH3 9AQ)"
603,Daldowie,Scottish Government ,SCOTTISH WATER,Waste,SCOTLAND,InOperation,01-01-1997,01-01-1998,06-12-1999,12-11-2002,13-11-2002,24,ON,Data not provided,OFF,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,14.3,15.3,14.3,13.7,14.9,16.3,21.9,17.6,19.6,18.8,19.2,18.7,19.3,19.9,20.6,21.0,21.5,21.9,22.3,22.8,23.2,23.7,24.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SMW Ltd is a wholly owned subsidiary of Scottish Power,100.0,,,,,,,,,,,SMW Ltd,SC165988,"Registered Office 1 Atlantic Quay, Glasgow, G2 8SP"
604,Dalmuir,Scottish Government ,SCOTTISH WATER,Waste,SCOTLAND,InOperation,01-05-1997,01-10-1998,06-05-1999,06-02-2002,07-02-2002,25,ON,Data not provided,OFF,32.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,6.9,6.4,6.2,6.5,7.0,7.4,9.8,9.6,9.7,10.1,7.6,12.6,12.3,12.1,12.6,12.7,12.2,11.9,11.9,12.5,12.6,12.5,12.3,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Equitix,80.1,Saur UK Ltd,19.9,,,,,,,,,Scotia Water Dalmuir Ltd,3726270,"Registered Office 48 Gresham Street, London, EC2V 7AY"
605,Highland,Scottish Government ,SCOTTISH WATER,Waste,SCOTLAND,InOperation,01-03-1995,01-04-1996,12-12-1996,31-12-1999,01-01-1999,24,ON,Data not provided,OFF,32.7,0.0,0.0,0.0,0.0,0.0,0.0,2.2,7.1,7.4,7.0,7.1,7.0,8.0,7.6,8.3,9.0,9.0,9.3,8.4,9.8,8.9,10.4,11.8,12.2,11.7,11.6,11.8,12.0,12.3,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Veolia Water UK PLC,15.0,3i,85.0,,,,,,,,,Catchment Ltd,SC163035,"Registered Office 2nd Floor, 11 Thistle Street, Edinburgh, EH2 1DF"
606,Levenmouth,Scottish Government ,SCOTTISH WATER,Waste,SCOTLAND,InOperation,01-03-1997,01-07-1999,30-10-2000,21-11-2002,22-11-2002,39,ON,Data not provided,OFF,45.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,8.7,8.5,8.9,11.2,9.1,11.9,9.8,11.5,12.2,13.3,15.5,10.8,12.2,12.2,12.6,13.0,13.4,13.9,14.3,14.7,15.2,15.6,16.1,16.6,17.1,17.6,18.1,18.6,19.2,19.7,20.3,20.9,21.6,22.2,22.8,23.5,24.2,14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Northumbrian Services Limited,100.0,,,,,,,,,,,Caledonian Environmental Services plc,SC156608,"Registered Office Methilhaven Road, Methil, Leven, Fife KY8 3WA"
607,Moray,Scottish Government ,SCOTTISH WATER,Waste,SCOTLAND,InOperation,01-12-1998,01-04-2000,25-06-2001,01-09-2002,03-08-2002,30,ON,Data not provided,OFF,60.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.3,10.6,10.9,10.8,8.9,10.0,10.9,11.1,9.8,10.4,9.4,10.5,10.3,10.6,10.7,10.9,11.0,11.2,11.4,11.5,11.7,11.9,12.0,12.2,12.4,12.6,12.8,13.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Veolia Water UK PLC,15.0,3i,85.0,,,,,,,,,Catchment Moray Ltd,SC206595,"Registered Office 2nd Floor, 11 Thistle Street, Edinburgh, EH2 1DF"
608,Tay,Scottish Government ,SCOTTISH WATER,Waste,SCOTLAND,InOperation,01-03-1997,01-04-1998,16-12-1999,16-11-2001,17-11-2001,29,ON,Data not provided,OFF,83.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,19.4,18.4,19.6,18.9,15.5,19.5,19.7,20.0,20.4,21.1,21.4,21.2,21.9,22.0,22.2,22.6,22.9,23.2,23.5,23.8,24.1,24.5,24.8,25.2,25.5,25.9,26.3,19.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Veolia Water UK PLC,15.0,3i,51.7,John Laing Environmental Assets Group Ltd,33.3,,,,,,,Catchment Tay Ltd,SC186492,"Registered Office 2nd Floor, 11 Thistle Street, Edinburgh, EH2 1DF"
609,MSI (Meadowhead,Scottish Government ,SCOTTISH WATER,Waste,SCOTLAND,InOperation,01-01-1998,01-07-1999,11-10-2000,15-09-2002,26-08-2002,31,ON,Data not provided,OFF,58.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,11.2,11.3,11.4,12.9,13.7,14.4,13.2,12.8,14.7,13.9,15.3,15.0,14.3,14.4,14.3,14.5,14.8,15.0,15.2,15.4,15.7,15.9,16.1,16.4,16.6,16.9,17.1,17.4,17.7,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Northumbrian Services Limited,75.0,Semperian PPP Holdings Limited,25.0,,,,,,,,,Ayr Environmental Services Limited,SC50201810,"Registered Office Meadowhead Road, Irvine, Ayrshire, Scotland, KA11 5AY"
610,South Ayrshire Schools,Scottish Government ,South Ayrshire,Schools (Non-BSF),SCOTLAND,InOperation,22-07-2004,16-12-2005,18-12-2006,01-12-2008,01-12-2008,33,ON,Data not provided,OFF,76.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,5.8,8.7,9.1,9.5,9.8,9.9,10.1,10.5,10.7,10.9,11.1,11.3,11.5,11.7,11.9,12.2,12.4,12.6,12.8,13.1,13.3,13.6,13.8,14.1,14.3,14.6,14.9,15.2,15.4,15.7,16.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Infrastructure Investments General Partner Ltd,100.0,,,,,,,,,,,Education 4 Ayrshire Ltd (E4A),SC300217,"Capella Building, 60 York street, Glasgow, G2 8JX"
611,South Lanarkshire Schools,Scottish Government ,South Lanarkshire,Schools (Non-BSF),SCOTLAND,InOperation,01-06-2003,01-02-2005,28-06-2006,26-09-2012,22-10-2007,33,ON,Data not provided,OFF,318.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,14.7,22.3,27.2,28.7,29.8,30.8,31.7,32.0,32.4,33.2,34.1,34.9,35.8,36.7,37.6,38.5,39.5,40.5,41.5,42.5,43.6,44.7,45.8,47.0,48.1,49.3,50.6,51.8,53.1,54.5,55.8,24.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Semperian,42.5,Innisfree,42.5,John Laing,15.0,,,,,,,InspirED Education (South Lanarkshire) PLC,5502166,"Third Floor, Broad Quay House, Prince Street, Bristol, BS1 4DJ"
612,Balfron Schools,Scottish Government ,Stirling,Schools (Non-BSF),SCOTLAND,InOperation,01-04-1998,01-05-1999,01-03-2000,15-08-2001,15-08-2001,26,ON,Data not provided,OFF,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,2.1,2.2,2.1,2.2,2.3,2.3,2.5,2.6,2.6,2.7,2.8,2.9,3.0,3.1,3.2,3.3,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bellrock Workplace Management Ltd,100.0,,,,,,,,,,,Balfron Schools Services Ltd,SC202904,"50 Lothian Road, Festival Square, Edinburgh, EH3 9WJ"
613,Stirling Schools,Scottish Government ,Stirling,Schools (Non-BSF),SCOTLAND,InOperation,03-10-2003,10-12-2004,21-04-2006,01-09-2008,01-09-2008,33,ON,Data not provided,OFF,83.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,8.4,9.2,9.4,9.9,10.3,10.6,10.9,10.9,11.2,11.5,11.7,12.1,12.3,12.6,12.9,13.3,13.6,13.9,14.3,14.7,15.0,15.4,15.8,16.2,16.6,17.0,17.4,17.9,18.3,18.7,19.2,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Barclays Infrastructure Finance,50.0,Ogilviies Securities,12.5,Stewart Milne Construction LTD,12.5,Forth Holdings,12.5,Gateway PFI,12.5,,,Stirling Gateway Ltd,SC291034,"3 Glenfinlas Street, Edinburgh EHS 6AQ"
614,Police Force Training Centre,Scottish Government ,Strathclyde Police,Other,SCOTLAND,InOperation,01-01-1997,01-04-1998,01-12-1999,01-10-2000,01-10-2000,26,ON,Data not provided,OFF,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,4.1,3.8,4.1,4.1,4.2,4.6,4.5,4.6,4.4,4.3,4.4,4.4,4.4,4.5,4.5,4.5,4.6,4.6,4.7,4.7,4.8,4.8,4.9,4.9,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Strathclyde Limited Partnership,100.0,,,,,,,,,,,Strathclyde Limited Partnership,3736262,"2 London Bride, London, SE1 9RA"
615,M80 Stepps to Haggs,Scottish Government ,Transport Scotland,Roads and Highway Maintenance,SCOTLAND,InOperation,01-09-2006,01-08-2008,16-01-2009,09-09-2011,09-09-2011,31,ON,OFF,Data not provided,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2,26.9,28.3,28.8,28.6,28.8,29.0,29.1,29.3,29.5,29.7,29.8,30.0,30.2,30.4,30.5,30.7,30.9,31.0,31.2,31.4,31.6,31.8,31.9,32.1,32.3,32.5,32.7,32.9,33.1,12.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bilfinger Berger Project Investments,83.0,John Graham (Dromore) limited,10.0,Northstone (NI) Limited,7.0,,,,,,,Highways Management(Scotland) Ltd,6682820,"3RD FLOOR BRAYWICK GATE BRAYWICK ROAD MAIDENHEAD BERKSHIRE United Kingdom, SL6 1DA"
616,West Dunbartonshire Schools,Scottish Government ,West Dunbartonshire,Schools (Non-BSF),SCOTLAND,InOperation,17-12-2005,17-04-2007,21-01-2008,01-10-2010,01-10-2010,31,ON,Data not provided,OFF,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,9.6,10.6,10.8,11.0,11.2,11.2,11.3,11.4,11.5,11.5,11.6,11.7,11.8,11.9,11.9,12.0,12.1,12.2,12.3,12.3,12.4,12.5,12.6,12.7,12.7,12.8,12.9,12.9,13.0,13.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Stichting Depositary PGGM,80.0,BAM PPP bv.,20.0,,,,,,,,,BAM PPP Uk Ltd,SC326195,Kelvin House Buchanan Gate Business Park Stepps Glasgow G33 6FB
617,West Lothian Schools PPP2 (PPP3),Scottish Government ,West Lothian,Schools (Non-BSF),SCOTLAND,InOperation,31-03-2006,16-01-2007,17-08-2007,01-08-2009,01-08-2009,31,ON,Data not provided,OFF,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,5.8,6.1,6.4,6.6,6.3,6.4,7.3,7.5,7.7,8.0,8.3,8.5,8.8,9.1,9.4,9.7,10.0,10.3,10.7,11.0,11.4,11.8,12.2,12.6,13.0,13.4,13.8,14.3,14.8,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Redwood Partnership Venture,100.0,,,,,,,,,,,HDM Schools Solutions Limited,SC301370,"Stanley Court, Epsom Avenue, Handforth Dean, Cheshire SK9 3RL"
618,West Lothian Schools PPP1,Scottish Government ,West Lothian,Schools (Non-BSF),SCOTLAND,InOperation,01-12-1999,14-12-2000,03-08-2001,08-11-2002,08-11-2002,26,ON,Data not provided,OFF,27.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,6.2,6.4,6.4,6.4,6.6,6.6,6.6,5.1,5.3,5.5,5.6,5.3,5.5,6.1,6.2,6.4,6.5,6.7,6.9,7.0,7.2,7.4,7.6,7.8,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Barclays,100.0,,,,,,,,,,,Alpha Schools West Lothian Ltd,SC212848,"2nd Floor, 11 Thistle Street, Edinburgh EH12 1DF"
619,Maesteg Comprehensive School,Welsh Assembly Government ,Bridgend,Schools (Non-BSF),WALES,InOperation,16-03-2001,Data not provided,01-10-2006,21-07-2008,28-07-2008,25,ON,Data not provided,OFF,20.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,2.5,2.5,2.5,2.5,2.5,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.8,2.8,2.8,2.8,2.8,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Babcock & Brown Development Investments Limited,100.0,,,,,,,,,,,Amber Infrastructure Ltd,6818708,Two London Bridge London SE1 9RA
620,Neath Port Talbot Hospital,Welsh Assembly Government ,Abertawe Bro Morgannwg University Health Board,Hospitals and Acute Health,WALES,InOperation,01-02-1997,Data not provided,12-05-2000,02-10-2002,01-12-2002,30,ON,Data not provided,OFF,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,11.6,11.5,11.4,11.8,12.2,12.7,9.8,10.0,10.2,10.6,10.9,11.2,11.5,11.9,12.2,12.6,13.0,13.4,13.8,14.2,14.6,15.0,15.5,16.0,16.4,16.9,17.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Baglan Moor Healthcare,100.0,,,,,,,,,,,Baglan Moor Healthcare,7009647,"St Martins' House 1, Gresham Street London EC2V 7BX"
621,SEW Road (Sirhowy Enterprise Way),Welsh Assembly Government ,Caerphilly,Other,WALES,InOperation,01-10-2000,Data not provided,21-01-2004,17-12-2005,23-12-2005,30,ON,Data not provided,OFF,34.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,5.3,5.8,5.2,5.4,5.3,5.2,5.1,5.1,5.2,5.3,5.2,5.1,4.9,4.7,4.5,4.5,4.6,4.7,4.4,4.3,4.2,4.3,4.1,4.0,4.1,2.1,2.1,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Costain Civil Engineering & Construction Ltd,50.0,Costain Engineering & construction Ltd,50.0,,,,,,,,,Sirhowy Enterprise Way Ltd,4921471,"Allington House, 150 Victoria Street, London, SW1E 5LB"
622,Ysgol Gyfun Cwm Rhymni & Lewis Boys,Welsh Assembly Government ,Caerphilly,Schools (Non-BSF),WALES,InOperation,29-01-1999,01-05-2000,06-04-2001,03-10-2002,16-09-2002,30,ON,Data not provided,OFF,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,2.9,3.0,3.1,3.2,3.3,3.5,3.5,3.5,3.7,3.8,3.9,4.0,4.0,4.1,4.2,4.3,4.4,4.5,4.7,4.8,4.9,5.0,5.1,5.3,5.4,5.6,5.7,5.9,6.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Machrie Burn Limited,100.0,,,,,,,,,,,Machrie Limited,4157357,"Machrie Ltd, c/o Infrastructure Managers Ltd, 2nd Floor, 11 Thistle Street, Edunburgh, EH2 1DF"
623,St Davids Community Hospital,Welsh Assembly Government ,Cardiff and Vale University Health Board,Hospitals and Acute Health,WALES,InOperation,01-12-1997,Data not provided,31-03-2000,Data not provided,31-03-2000,30,ON,Data not provided,OFF,13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,2.6,2.7,2.8,3.1,3.3,3.2,3.4,3.4,3.5,3.7,3.7,3.8,3.8,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IMC (Impregilo/Macob consortium),100.0,,,,,,,,,,,Data not provided,Data not provided ,Data not provided 
625,Ysgol Gyfun Penweddig,Welsh Assembly Government ,Ceredigion,Schools (Non-BSF),WALES,InOperation,23-01-1998,Data not provided,16-09-1999,21-12-1999,22-12-1999,30,ON,OFF,ON,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.8,1.8,1.8,1.8,1.7,1.7,1.8,1.8,2.0,2.1,2.1,2.2,2.3,2.4,2.3,2.3,2.3,2.4,2.4,2.2,2.0,1.9,1.9,1.9,1.8,1.8,1.8,1.6,1.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Barclays Integrated Infrastructure Fund LP,100.0,,,,,,,,,,,New Schools (Penweddig) Ltd,3773791,"New Schools (Penweddig) Ltd, 2nd Floor, 11 Thistle Street, Edinburgh, EH2 1DF"
627,Conwy Schools Project (3 schools),Welsh Assembly Government ,Conwy,Schools (Non-BSF),WALES,InOperation,08-10-1999,01-07-2000,12-03-2003,31-03-2005,01-08-2004,25,ON,Data not provided,OFF,40.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,5.8,5.9,6.0,6.1,6.3,6.4,6.6,6.8,6.8,7.0,6.9,6.9,7.0,7.1,7.2,7.3,7.4,7.6,7.7,7.8,7.9,8.0,8.1,8.2,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HICL Infrastructure Investments LP,90.0,Sodexo Investment Services Ltd,10.0,,,,,,,,,Enterprise Education Conwy Limited,4513115,"C/O MAMG, 1st Floor Victoria House, 101 Victoria Road, Chelmsford, Essex CM1 1JR."
